,RISK,COUNTY
1969,3,ROCKINGHAM
1970,3,ROWAN
1971,3,RUTHERFORD
1972,3,SAMPSON
1973,3,SCOTLAND
1974,3,STANLY
1975,3,STOKES
1976,3,SURRY
1977,3,SWAIN
1978,3,TRANSYLVANIA
1979,3,TYRRELL
1980,3,UNION
1981,3,VANCE
1982,3,WAKE
1983,3,WARREN
1984,3,WASHINGTON
1985,3,WATAUGA
1986,3,WAYNE
1987,3,WILKES
1988,3,WILSON
1989,3,YADKIN
1990,3,YANCEY
1991,3,ADAMS
1992,3,BARNES
1993,3,BENSON
1994,3,BILLINGS
1995,3,BOTTINEAU
1996,3,BOWMAN
1997,3,BURKE
1998,3,BURLEIGH
1999,3,CASS
2000,3,CAVALIER
2001,3,DICKEY
2002,3,DIVIDE
2003,3,DUNN
2004,3,EDDY
2005,3,EMMONS
2006,3,FOSTER
2007,3,GOLDEN VALLEY
2008,3,GRAND FORKS
2009,3,GRANT
2010,3,GRIGGS
2011,3,HETTINGER
2012,3,KIDDER
2013,3,LAMOURE
2014,3,LOGAN
2015,3,MCHENRY
2016,3,MCINTOSH
2017,3,MCKENZIE
2018,3,MCLEAN
2019,3,MERCER
2020,3,MORTON
2021,3,MOUNTRAIL
2022,3,NELSON
2023,3,OLIVER
2024,3,PEMBINA
2025,3,PIERCE
2026,3,RAMSEY
2027,3,RANSOM
2028,3,RENVILLE
2029,3,RICHLAND
2030,3,ROLETTE
2031,3,SARGENT
2032,3,SHERIDAN
2033,3,SIOUX
2034,3,SLOPE
2035,3,STARK
2036,3,STEELE
2037,3,STUTSMAN
2038,3,TOWNER
2039,3,TRAILL
2040,3,WALSH
2041,3,WARD
2042,3,WELLS
2043,3,WILLIAMS
2044,3,ADAMS
2045,3,ALLEN
2046,3,ASHLAND
2047,3,ASHTABULA
2048,3,ATHENS
2049,3,AUGLAIZE
2050,3,BELMONT
2051,3,BROWN
2052,3,BUTLER
2053,3,CARROLL
2054,3,CHAMPAIGN
2055,3,CLARK
2056,3,CLERMONT
2057,3,CLINTON
2058,3,COLUMBIANA
2059,3,COSHOCTON
2060,3,CRAWFORD
2061,3,CUYAHOGA
2062,3,DARKE
2063,3,DEFIANCE
2064,3,DELAWARE
2065,3,ERIE
2066,3,FAIRFIELD
2067,3,FAYETTE
2068,3,FRANKLIN
2069,3,FULTON
2070,3,GALLIA
2071,3,GEAUGA
2072,3,GREENE
2073,3,GUERNSEY
2074,3,HAMILTON
2075,3,HANCOCK
2076,3,HARDIN
2077,3,HARRISON
2078,3,HENRY
2079,3,HIGHLAND
2080,3,HOCKING
2081,3,HOLMES
2082,3,HURON
2083,3,JACKSON
2084,3,JEFFERSON
2085,3,KNOX
2086,3,LAKE
2087,3,LAWRENCE
2088,3,LICKING
2089,3,LOGAN
2090,3,LORAIN
2091,3,LUCAS
2092,3,MADISON
2093,3,MAHONING
2094,3,MARION
2095,3,MEDINA
2096,3,MEIGS
2097,3,MERCER
2098,3,MIAMI
2099,3,MONROE
2100,3,MONTGOMERY
2101,3,MORGAN
2102,3,MORROW
2103,3,MUSKINGUM
2104,3,NOBLE
2105,3,OTTAWA
2106,3,PAULDING
2107,3,PERRY
2108,3,PICKAWAY
2109,3,PIKE
2110,3,PORTAGE
2111,3,PREBLE
2112,3,PUTNAM
2113,3,RICHLAND
2114,3,ROSS
2115,3,SANDUSKY
2116,3,SCIOTO
2117,3,SENECA
2118,3,SHELBY
2119,3,STARK
2120,3,SUMMIT
2121,3,TRUMBULL
2122,3,TUSCARAWAS
2123,3,UNION
2124,3,VAN WERT
2125,3,VINTON
2126,3,WARREN
2127,3,WASHINGTON
2128,3,WAYNE
2129,3,WILLIAMS
2130,3,WOOD
2131,3,WYANDOT
2132,3,ADAIR
2133,3,ALFALFA
2134,3,ATOKA
2135,3,BEAVER
2136,3,BECKHAM
2137,3,BLAINE
2138,3,BRYAN
2139,3,CADDO
2140,3,CANADIAN
2141,3,CARTER
2142,3,CHEROKEE
2143,3,CHOCTAW
2144,3,CIMARRON
2145,3,CLEVELAND
2146,3,COAL
2147,3,COMANCHE
2148,3,COTTON
2149,3,CRAIG
2150,3,CREEK
2151,3,CUSTER
2152,3,DELAWARE
2153,3,DEWEY
2154,3,ELLIS
2155,3,GARFIELD
2156,3,GARVIN
2157,3,GRADY
2158,3,GRANT
2159,3,GREER
2160,3,HARMON
2161,3,HARPER
2162,3,HASKELL
2163,3,HUGHES
2164,3,JACKSON
2165,3,JEFFERSON
2166,3,JOHNSTON
2167,3,KAY
2168,3,KINGFISHER
2169,3,KIOWA
2170,3,LATIMER
2171,3,LE FLORE
2172,3,LINCOLN
2173,3,LOGAN
2174,3,LOVE
2175,3,MCCLAIN
2176,3,MCCURTAIN
2177,3,MCINTOSH
2178,3,MAJOR
2179,3,MARSHALL
2180,3,MAYES
2181,3,MURRAY
2182,3,MUSKOGEE
2183,3,NOBLE
2184,3,NOWATA
2185,3,OKFUSKEE
2186,3,OKLAHOMA
2187,3,OKMULGEE
2188,3,OSAGE
2189,3,OTTAWA
2190,3,PAWNEE
2191,3,PAYNE
2192,3,PITTSBURG
2193,3,PONTOTOC
2194,3,POTTAWATOMIE
2195,3,PUSHMATAHA
2196,3,ROGER MILLS
2197,3,ROGERS
2198,3,SEMINOLE
2199,3,SEQUOYAH
2200,3,STEPHENS
2201,3,TEXAS
2202,3,TILLMAN
2203,3,TULSA
2204,3,WAGONER
2205,3,WASHINGTON
2206,3,WASHITA
2207,3,WOODS
2208,3,WOODWARD
2209,3,BAKER
2210,3,BENTON
2211,3,CLACKAMAS
2212,3,CLATSOP
2213,3,COLUMBIA
2214,3,COOS
2215,3,CROOK
2216,3,CURRY
2217,3,DESCHUTES
2218,3,DOUGLAS
2219,3,GILLIAM
2220,3,GRANT
2221,3,HARNEY
2222,3,HOOD RIVER
2223,3,JACKSON
2224,3,JEFFERSON
2225,3,JOSEPHINE
2226,3,KLAMATH
2227,3,LAKE
2228,3,LANE
2229,3,LINCOLN
2230,3,LINN
2231,3,MALHEUR
2232,3,MARION
2233,3,MORROW
2234,3,MULTNOMAH
2235,3,POLK
2236,3,SHERMAN
2237,3,TILLAMOOK
2238,3,UMATILLA
2239,3,UNION
2240,3,WALLOWA
2241,3,WASCO
2242,3,WASHINGTON
2243,3,WHEELER
2244,3,YAMHILL
2245,3,ADAMS
2246,3,ALLEGHENY
2247,3,ARMSTRONG
2248,3,BEAVER
2249,3,BEDFORD
2250,3,BERKS
2251,3,BLAIR
2252,3,BRADFORD
2253,3,BUCKS
2254,3,BUTLER
2255,3,CAMBRIA
2256,3,CAMERON
2257,3,CARBON
2258,3,CENTRE
2259,3,CHESTER
2260,3,CLARION
2261,3,CLEARFIELD
2262,3,CLINTON
2263,3,COLUMBIA
2264,3,CRAWFORD
2265,3,CUMBERLAND
2266,3,DAUPHIN
2267,3,DELAWARE
2268,3,ELK
2269,3,ERIE
2270,3,FAYETTE
2271,3,FOREST
2272,3,FRANKLIN
2273,3,FULTON
2274,3,GREENE
2275,3,HUNTINGDON
2276,3,INDIANA
2277,3,JEFFERSON
2278,3,JUNIATA
2279,3,LACKAWANNA
2280,3,LANCASTER
2281,3,LAWRENCE
2282,3,LEBANON
2283,3,LEHIGH
2284,3,LUZERNE
2285,3,LYCOMING
2286,3,MCKEAN
2287,3,MERCER
2288,3,MIFFLIN
2289,3,MONROE
2290,3,MONTGOMERY
2291,3,MONTOUR
2292,3,NORTHAMPTON
2293,3,NORTHUMBERLAND
2294,3,PERRY
2295,3,PHILADELPHIA
2296,3,PIKE
2297,3,POTTER
2298,3,SCHUYLKILL
2299,3,SNYDER
2300,3,SOMERSET
2301,3,SULLIVAN
2302,3,SUSQUEHANNA
2303,3,TIOGA
2304,3,UNION
2305,3,VENANGO
2306,3,WARREN
2307,3,WASHINGTON
2308,3,WAYNE
2309,3,WESTMORELAND
2310,3,WYOMING
2311,3,YORK
2312,3,BRISTOL
2313,3,KENT
2314,3,NEWPORT
2315,3,PROVIDENCE
2316,3,WASHINGTON
2317,3,ABBEVILLE
2318,3,AIKEN
2319,3,ALLENDALE
2320,3,ANDERSON
2321,3,BAMBERG
2322,3,BARNWELL
2323,3,BEAUFORT
2324,3,BERKELEY
2325,3,CALHOUN
2326,3,CHARLESTON
2327,3,CHEROKEE
2328,3,CHESTER
2329,3,CHESTERFIELD
2330,3,CLARENDON
2331,3,COLLETON
2332,3,DARLINGTON
2333,3,DILLON
2334,3,DORCHESTER
2335,3,EDGEFIELD
2336,3,FAIRFIELD
2337,3,FLORENCE
2338,3,GEORGETOWN
2339,3,GREENVILLE
2340,3,GREENWOOD
2341,3,HAMPTON
2342,3,HORRY
2343,3,JASPER
2344,3,KERSHAW
2345,3,LANCASTER
2346,3,LAURENS
2347,3,LEE
2348,3,LEXINGTON
2349,3,MCCORMICK
2350,3,MARION
2351,3,MARLBORO
2352,3,NEWBERRY
2353,3,OCONEE
2354,3,ORANGEBURG
2355,3,PICKENS
2356,3,RICHLAND
2357,3,SALUDA
2358,3,SPARTANBURG
2359,3,SUMTER
2360,3,UNION
2361,3,WILLIAMSBURG
2362,3,YORK
2363,3,AURORA
2364,3,BEADLE
2365,3,BENNETT
2366,3,BON HOMME
2367,3,BROOKINGS
2368,3,BROWN
2369,3,BRULE
2370,3,BUFFALO
2371,3,BUTTE
2372,3,CAMPBELL
2373,3,CHARLES MIX
2374,3,CLARK
2375,3,CLAY
2376,3,CODINGTON
2377,3,CORSON
2378,3,CUSTER
2379,3,DAVISON
2380,3,DAY
2381,3,DEUEL
2382,3,DEWEY
2383,3,DOUGLAS
2384,3,EDMUNDS
2385,3,FALL RIVER
2386,3,FAULK
2387,3,GRANT
2388,3,GREGORY
2389,3,HAAKON
2390,3,HAMLIN
2391,3,HAND
2392,3,HANSON
2393,3,HARDING
2394,3,HUGHES
2395,3,HUTCHINSON
2396,3,HYDE
2397,3,JACKSON
2398,3,JERAULD
2399,3,JONES
2400,3,KINGSBURY
2401,3,LAKE
2402,3,LAWRENCE
2403,3,LINCOLN
2404,3,LYMAN
2405,3,MCCOOK
2406,3,MCPHERSON
2407,3,MARSHALL
2408,3,MEADE
2409,3,MELLETTE
2410,3,MINER
2411,3,MINNEHAHA
2412,3,MOODY
2413,3,OGLALA LAKOTA
2414,3,PENNINGTON
2415,3,PERKINS
2416,3,POTTER
2417,3,ROBERTS
2418,3,SANBORN
2419,3,SPINK
2420,3,STANLEY
2421,3,SULLY
2422,3,TODD
2423,3,TRIPP
2424,3,TURNER
2425,3,UNION
2426,3,WALWORTH
2427,3,YANKTON
2428,3,ZIEBACH
2429,3,ANDERSON
2430,3,BEDFORD
2431,3,BENTON
2432,3,BLEDSOE
2433,3,BLOUNT
2434,3,BRADLEY
2435,3,CAMPBELL
2436,3,CANNON
2437,3,CARROLL
2438,3,CARTER
2439,3,CHEATHAM
2440,3,CHESTER
2441,3,CLAIBORNE
2442,3,CLAY
2443,3,COCKE
2444,3,COFFEE
2445,3,CROCKETT
2446,3,CUMBERLAND
2447,3,DAVIDSON
2448,3,DECATUR
2449,3,DEKALB
2450,3,DICKSON
2451,3,DYER
2452,3,FAYETTE
2453,3,FENTRESS
2454,3,FRANKLIN
2455,3,GIBSON
2456,3,GILES
2457,3,GRAINGER
2458,3,GREENE
2459,3,GRUNDY
2460,3,HAMBLEN
2461,3,HAMILTON
2462,3,HANCOCK
2463,3,HARDEMAN
2464,3,HARDIN
2465,3,HAWKINS
2466,3,HAYWOOD
2467,3,HENDERSON
2468,3,HENRY
2469,3,HICKMAN
2470,3,HOUSTON
2471,3,HUMPHREYS
2472,3,JACKSON
2473,3,JEFFERSON
2474,3,JOHNSON
2475,3,KNOX
2476,3,LAKE
2477,3,LAUDERDALE
2478,3,LAWRENCE
2479,3,LEWIS
2480,3,LINCOLN
2481,3,LOUDON
2482,3,MCMINN
2483,3,MCNAIRY
2484,3,MACON
2485,3,MADISON
2486,3,MARION
2487,3,MARSHALL
2488,3,MAURY
2489,3,MEIGS
2490,3,MONROE
2491,3,MONTGOMERY
2492,3,MOORE
2493,3,MORGAN
2494,3,OBION
2495,3,OVERTON
2496,3,PERRY
2497,3,PICKETT
2498,3,POLK
2499,3,PUTNAM
2500,3,RHEA
2501,3,ROANE
2502,3,ROBERTSON
2503,3,RUTHERFORD
2504,3,SCOTT
2505,3,SEQUATCHIE
2506,3,SEVIER
2507,3,SHELBY
2508,3,SMITH
2509,3,STEWART
2510,3,SULLIVAN
2511,3,SUMNER
2512,3,TIPTON
2513,3,TROUSDALE
2514,3,UNICOI
2515,3,UNION
2516,3,VAN BUREN
2517,3,WARREN
2518,3,WASHINGTON
2519,3,WAYNE
2520,3,WEAKLEY
2521,3,WHITE
2522,3,WILLIAMSON
2523,3,WILSON
2524,3,ANDERSON
2525,3,ANDREWS
2526,3,ANGELINA
2527,3,ARANSAS
2528,3,ARCHER
2529,3,ARMSTRONG
2530,3,ATASCOSA
2531,3,AUSTIN
2532,3,BAILEY
2533,3,BANDERA
2534,3,BASTROP
2535,3,BAYLOR
2536,3,BEE
2537,3,BELL
2538,3,BEXAR
2539,3,BLANCO
2540,3,BORDEN
2541,3,BOSQUE
2542,3,BOWIE
2543,3,BRAZORIA
2544,3,BRAZOS
2545,3,BREWSTER
2546,3,BRISCOE
2547,3,BROOKS
2548,3,BROWN
2549,3,BURLESON
2550,3,BURNET
2551,3,CALDWELL
2552,3,CALHOUN
2553,3,CALLAHAN
2554,3,CAMERON
2555,3,CAMP
2556,3,CARSON
2557,3,CASS
2558,3,CASTRO
2559,3,CHAMBERS
2560,3,CHEROKEE
2561,3,CHILDRESS
2562,3,CLAY
2563,3,COCHRAN
2564,3,COKE
2565,3,COLEMAN
2566,3,COLLIN
2567,3,COLLINGSWORTH
2568,3,COLORADO
2569,3,COMAL
2570,3,COMANCHE
2571,3,CONCHO
2572,3,COOKE
2573,3,CORYELL
2574,3,COTTLE
2575,3,CRANE
2576,3,CROCKETT
2577,3,CROSBY
2578,3,CULBERSON
2579,3,DALLAM
2580,3,DALLAS
2581,3,DAWSON
2582,3,DEAF SMITH
2583,3,DELTA
2584,3,DENTON
2585,3,DEWITT
2586,4,DICKENS
2587,4,DIMMIT
2588,4,DONLEY
2589,4,DUVAL
2590,4,EASTLAND
2591,4,ECTOR
2592,4,EDWARDS
2593,4,ELLIS
2594,4,EL PASO
2595,4,ERATH
2596,4,FALLS
2597,4,FANNIN
2598,4,FAYETTE
2599,4,FISHER
2600,4,FLOYD
2601,4,FOARD
2602,4,FORT BEND
2603,4,FRANKLIN
2604,4,FREESTONE
2605,4,FRIO
2606,4,GAINES
2607,4,GALVESTON
2608,4,GARZA
2609,4,GILLESPIE
2610,4,GLASSCOCK
2611,4,GOLIAD
2612,4,GONZALES
2613,4,GRAY
2614,4,GRAYSON
2615,4,GREGG
2616,4,GRIMES
2617,4,GUADALUPE
2618,4,HALE
2619,4,HALL
2620,4,HAMILTON
2621,4,HANSFORD
2622,4,HARDEMAN
2623,4,HARDIN
2624,4,HARRIS
2625,4,HARRISON
2626,4,HARTLEY
2627,4,HASKELL
2628,4,HAYS
2629,4,HEMPHILL
2630,4,HENDERSON
2631,4,HIDALGO
2632,4,HILL
2633,4,HOCKLEY
2634,4,HOOD
2635,4,HOPKINS
2636,4,HOUSTON
2637,4,HOWARD
2638,4,HUDSPETH
2639,4,HUNT
2640,4,HUTCHINSON
2641,4,IRION
2642,4,JACK
2643,4,JACKSON
2644,4,JASPER
2645,4,JEFF DAVIS
2646,4,JEFFERSON
2647,4,JIM HOGG
2648,4,JIM WELLS
2649,4,JOHNSON
2650,4,JONES
2651,4,KARNES
2652,4,KAUFMAN
2653,4,KENDALL
2654,4,KENEDY
2655,4,KENT
2656,4,KERR
2657,4,KIMBLE
2658,4,KING
2659,4,KINNEY
2660,4,KLEBERG
2661,4,KNOX
2662,4,LAMAR
2663,4,LAMB
2664,4,LAMPASAS
2665,4,LA SALLE
2666,4,LAVACA
2667,4,LEE
2668,4,LEON
2669,4,LIBERTY
2670,4,LIMESTONE
2671,4,LIPSCOMB
2672,4,LIVE OAK
2673,4,LLANO
2674,4,LOVING
2675,4,LUBBOCK
2676,4,LYNN
2677,4,MCCULLOCH
2678,4,MCLENNAN
2679,4,MCMULLEN
2680,4,MADISON
2681,4,MARION
2682,4,MARTIN
2683,4,MASON
2684,4,MATAGORDA
2685,4,MAVERICK
2686,4,MEDINA
2687,4,MENARD
2688,4,MIDLAND
2689,4,MILAM
2690,4,MILLS
2691,4,MITCHELL
2692,4,MONTAGUE
2693,4,MONTGOMERY
2694,4,MOORE
2695,4,MORRIS
2696,4,MOTLEY
2697,4,NACOGDOCHES
2698,4,NAVARRO
2699,4,NEWTON
2700,4,NOLAN
2701,4,NUECES
2702,4,OCHILTREE
2703,4,OLDHAM
2704,4,ORANGE
2705,4,PALO PINTO
2706,4,PANOLA
2707,4,PARKER
2708,4,PARMER
2709,4,PECOS
2710,4,POLK
2711,4,POTTER
2712,4,PRESIDIO
2713,4,RAINS
2714,4,RANDALL
2715,4,REAGAN
2716,4,REAL
2717,4,RED RIVER
2718,4,REEVES
2719,4,REFUGIO
2720,4,ROBERTS
2721,4,ROBERTSON
2722,4,ROCKWALL
2723,4,RUNNELS
2724,4,RUSK
2725,4,SABINE
2726,4,SAN AUGUSTINE
2727,4,SAN JACINTO
2728,4,SAN PATRICIO
2729,4,SAN SABA
2730,4,SCHLEICHER
2731,4,SCURRY
2732,4,SHACKELFORD
2733,4,SHELBY
2734,4,SHERMAN
2735,4,SMITH
2736,4,SOMERVELL
2737,4,STARR
2738,4,STEPHENS
2739,4,STERLING
2740,4,STONEWALL
2741,4,SUTTON
2742,4,SWISHER
2743,4,TARRANT
2744,4,TAYLOR
2745,4,TERRELL
2746,4,TERRY
2747,4,THROCKMORTON
2748,4,TITUS
2749,4,TOM GREEN
2750,4,TRAVIS
2751,4,TRINITY
2752,4,TYLER
2753,4,UPSHUR
2754,4,UPTON
2755,4,UVALDE
2756,4,VAL VERDE
2757,4,VAN ZANDT
2758,4,VICTORIA
2759,4,WALKER
2760,4,WALLER
2761,4,WARD
2762,4,WASHINGTON
2763,4,WEBB
2764,4,WHARTON
2765,4,WHEELER
2766,4,WICHITA
2767,4,WILBARGER
2768,4,WILLACY
2769,4,WILLIAMSON
2770,4,WILSON
2771,4,WINKLER
2772,4,WISE
2773,4,WOOD
2774,4,YOAKUM
2775,4,YOUNG
2776,4,ZAPATA
2777,4,ZAVALA
2778,4,BEAVER
2779,4,BOX ELDER
2780,4,CACHE
2781,4,CARBON
2782,4,DAGGETT
2783,4,DAVIS
2784,4,DUCHESNE
2785,4,EMERY
2786,4,GARFIELD
2787,4,GRAND
2788,4,IRON
2789,4,JUAB
2790,4,KANE
2791,4,MILLARD
2792,4,MORGAN
2793,4,PIUTE
2794,4,RICH
2795,4,SALT LAKE
2796,4,SAN JUAN
2797,4,SANPETE
2798,4,SEVIER
2799,4,SUMMIT
2800,4,TOOELE
2801,4,UINTAH
2802,4,UTAH
2803,4,WASATCH
2804,4,WASHINGTON
2805,4,WAYNE
2806,4,WEBER
2807,4,ADDISON
2808,4,BENNINGTON
2809,4,CALEDONIA
2810,4,CHITTENDEN
2811,4,ESSEX
2812,4,FRANKLIN
2813,4,GRAND ISLE
2814,4,LAMOILLE
2815,4,ORANGE
2816,4,ORLEANS
2817,4,RUTLAND
2818,4,WASHINGTON
2819,4,WINDHAM
2820,4,WINDSOR
2821,4,ACCOMACK
2822,4,ALBEMARLE
2823,4,ALLEGHANY
2824,4,AMELIA
2825,4,AMHERST
2826,4,APPOMATTOX
2827,4,ARLINGTON
2828,4,AUGUSTA
2829,4,BATH
2830,4,BEDFORD
2831,4,BLAND
2832,4,BOTETOURT
2833,4,BRUNSWICK
2834,4,BUCHANAN
2835,4,BUCKINGHAM
2836,4,CAMPBELL
2837,4,CAROLINE
2838,4,CARROLL
2839,4,CHARLES CITY
2840,4,CHARLOTTE
2841,4,CHESTERFIELD
2842,4,CLARKE
2843,4,CRAIG
2844,4,CULPEPER
2845,4,CUMBERLAND
2846,4,DICKENSON
2847,4,DINWIDDIE
2848,4,ESSEX
2849,4,FAIRFAX
2850,4,FAUQUIER
2851,4,FLOYD
2852,4,FLUVANNA
2853,4,FRANKLIN
2854,4,FREDERICK
2855,4,GILES
2856,4,GLOUCESTER
2857,4,GOOCHLAND
2858,4,GRAYSON
2859,4,GREENE
2860,4,GREENSVILLE
2861,4,HALIFAX
2862,4,HANOVER
2863,4,HENRICO
2864,4,HENRY
2865,4,HIGHLAND
2866,4,ISLE OF WIGHT
2867,4,JAMES CITY
2868,4,KING AND QUEEN
2869,4,KING GEORGE
2870,4,KING WILLIAM
2871,4,LANCASTER
2872,4,LEE
2873,4,LOUDOUN
2874,4,LOUISA
2875,4,LUNENBURG
2876,4,MADISON
2877,4,MATHEWS
2878,4,MECKLENBURG
2879,4,MIDDLESEX
2880,4,MONTGOMERY
2881,4,NELSON
2882,4,NEW KENT
2883,4,NORTHAMPTON
2884,4,NORTHUMBERLAND
2885,4,NOTTOWAY
2886,4,ORANGE
2887,4,PAGE
2888,4,PATRICK
2889,4,PITTSYLVANIA
2890,4,POWHATAN
2891,4,PRINCE EDWARD
2892,4,PRINCE GEORGE
2893,4,PRINCE WILLIAM
2894,4,PULASKI
2895,4,RAPPAHANNOCK
2896,4,RICHMOND
2897,4,ROANOKE
2898,4,ROCKBRIDGE
2899,4,ROCKINGHAM
2900,4,RUSSELL
2901,4,SCOTT
2902,4,SHENANDOAH
2903,4,SMYTH
2904,4,SOUTHAMPTON
2905,4,SPOTSYLVANIA
2906,4,STAFFORD
2907,4,SURRY
2908,4,SUSSEX
2909,4,TAZEWELL
2910,4,WARREN
2911,4,WASHINGTON
2912,4,WESTMORELAND
2913,4,WISE
2914,4,WYTHE
2915,4,YORK
2916,4,ALEXANDRIA
2917,4,BRISTOL
2918,4,BUENA VISTA
2919,4,CHARLOTTESVILLE
2920,4,CHESAPEAKE
2921,4,COLONIAL HEIGHTS
2922,4,COVINGTON
2923,4,DANVILLE
2924,4,EMPORIA
2925,4,FAIRFAX
2926,4,FALLS CHURCH
2927,4,FRANKLIN
2928,4,FREDERICKSBURG
2929,4,GALAX
2930,4,HAMPTON
2931,4,HARRISONBURG
2932,4,HOPEWELL
2933,4,LEXINGTON
2934,4,LYNCHBURG
2935,4,MANASSAS
2936,4,MANASSAS PARK
2937,4,MARTINSVILLE
2938,4,NEWPORT NEWS
2939,4,NORFOLK
2940,4,NORTON
2941,4,PETERSBURG
2942,4,POQUOSON
2943,4,PORTSMOUTH
2944,4,RADFORD
2945,4,RICHMOND
2946,4,ROANOKE
2947,4,SALEM
2948,4,STAUNTON
2949,4,SUFFOLK
2950,4,VIRGINIA BEACH
2951,4,WAYNESBORO
2952,4,WILLIAMSBURG
2953,4,WINCHESTER
2954,4,ADAMS
2955,4,ASOTIN
2956,4,BENTON
2957,4,CHELAN
2958,4,CLALLAM
2959,4,CLARK
2960,4,COLUMBIA
2961,4,COWLITZ
2962,4,DOUGLAS
2963,4,FERRY
2964,4,FRANKLIN
2965,4,GARFIELD
2966,4,GRANT
2967,4,GRAYS HARBOR
2968,4,ISLAND
2969,4,JEFFERSON
2970,4,KING
2971,4,KITSAP
2972,4,KITTITAS
2973,4,KLICKITAT
2974,4,LEWIS
2975,4,LINCOLN
2976,4,MASON
2977,4,OKANOGAN
2978,4,PACIFIC
2979,4,PEND OREILLE
2980,4,PIERCE
2981,4,SAN JUAN
2982,4,SKAGIT
2983,4,SKAMANIA
2984,4,SNOHOMISH
2985,4,SPOKANE
2986,4,STEVENS
2987,4,THURSTON
2988,4,WAHKIAKUM
2989,4,WALLA WALLA
2990,4,WHATCOM
2991,4,WHITMAN
2992,4,YAKIMA
2993,4,BARBOUR
2994,4,BERKELEY
2995,4,BOONE
2996,4,BRAXTON
2997,4,BROOKE
2998,4,CABELL
2999,4,CALHOUN
3000,4,CLAY
3001,4,DODDRIDGE
3002,4,FAYETTE
3003,4,GILMER
3004,4,GRANT
3005,4,GREENBRIER
3006,4,HAMPSHIRE
3007,4,HANCOCK
3008,4,HARDY
3009,4,HARRISON
3010,4,JACKSON
3011,4,JEFFERSON
3012,4,KANAWHA
3013,4,LEWIS
3014,4,LINCOLN
3015,4,LOGAN
3016,4,MCDOWELL
3017,4,MARION
3018,4,MARSHALL
3019,4,MASON
3020,4,MERCER
3021,4,MINERAL
3022,4,MINGO
3023,4,MONONGALIA
3024,4,MONROE
3025,4,MORGAN
3026,4,NICHOLAS
3027,4,OHIO
3028,4,PENDLETON
3029,4,PLEASANTS
3030,4,POCAHONTAS
3031,4,PRESTON
3032,4,PUTNAM
3033,4,RALEIGH
3034,4,RANDOLPH
3035,4,RITCHIE
3036,4,ROANE
3037,4,SUMMERS
3038,4,TAYLOR
3039,4,TUCKER
3040,4,TYLER
3041,4,UPSHUR
3042,4,WAYNE
3043,4,WEBSTER
3044,4,WETZEL
3045,4,WIRT
3046,4,WOOD
3047,4,WYOMING
3048,4,ADAMS
3049,4,ASHLAND
3050,4,BARRON
3051,4,BAYFIELD
3052,4,BROWN
3053,4,BUFFALO
3054,4,BURNETT
3055,4,CALUMET
3056,4,CHIPPEWA
3057,4,CLARK
3058,4,COLUMBIA
3059,4,CRAWFORD
3060,4,DANE
3061,4,DODGE
3062,4,DOOR
3063,4,DOUGLAS
3064,4,DUNN
3065,4,EAU CLAIRE
3066,4,FLORENCE
3067,4,FOND DU LAC
3068,4,FOREST
3069,4,GRANT
3070,4,GREEN
3071,4,GREEN LAKE
3072,4,IOWA
3073,4,IRON
3074,4,JACKSON
3075,4,JEFFERSON
3076,4,JUNEAU
3077,4,KENOSHA
3078,4,KEWAUNEE
3079,4,LA CROSSE
3080,4,LAFAYETTE
3081,4,LANGLADE
3082,4,LINCOLN
3083,4,MANITOWOC
3084,4,MARATHON
3085,4,MARINETTE
3086,4,MARQUETTE
3087,4,MENOMINEE
3088,4,MILWAUKEE
3089,4,MONROE
3090,4,OCONTO
3091,4,ONEIDA
3092,4,OUTAGAMIE
3093,4,OZAUKEE
3094,4,PEPIN
3095,4,PIERCE
3096,4,POLK
3097,4,PORTAGE
3098,4,PRICE
3099,4,RACINE
3100,4,RICHLAND
3101,4,ROCK
3102,4,RUSK
3103,4,ST. CROIX
3104,4,SAUK
3105,4,SAWYER
3106,4,SHAWANO
3107,4,SHEBOYGAN
3108,4,TAYLOR
3109,4,TREMPEALEAU
3110,4,VERNON
3111,4,VILAS
3112,4,WALWORTH
3113,4,WASHBURN
3114,4,WASHINGTON
3115,4,WAUKESHA
3116,4,WAUPACA
3117,4,WAUSHARA
3118,4,WINNEBAGO
3119,4,WOOD
3120,4,ALBANY
3121,4,BIG HORN
3122,4,CAMPBELL
3123,4,CARBON
3124,4,CONVERSE
3125,4,CROOK
3126,4,FREMONT
3127,4,GOSHEN
3128,4,HOT SPRINGS
3129,4,JOHNSON
3130,4,LARAMIE
3131,4,LINCOLN
3132,4,NATRONA
3133,4,NIOBRARA
3134,4,PARK
3135,4,PLATTE
3136,4,SHERIDAN
3137,4,SUBLETTE
3138,4,SWEETWATER
3139,4,TETON
3140,4,UINTA
3141,4,WASHAKIE
3142,4,WESTON
3143,4,EASTERN
3144,4,MANU'A
3145,4,WESTERN
3146,4,GUAM
3147,4,ROTA
3148,4,SAIPAN
3149,4,TINIAN
3150,4,ADJUNTAS
3151,4,AGUADA
3152,4,AGUADILLA
3153,4,AGUAS BUENAS
3154,4,AIBONITO
3155,4,AÑASCO
3156,4,ARECIBO
3157,4,ARROYO
3158,4,BARCELONETA
3159,4,BARRANQUITAS
3160,4,BAYAMÓN
3161,4,CABO ROJO
3162,4,CAGUAS
3163,4,CAMUY
3164,4,CANÓVANAS
